dataset,plotID,series,subplot,scale,type,metric,value
10,RZ2216NA,RZ2216,NA,100,beta,ENSPIE,1.000991665387271
10,RZ2217NA,RZ2217,NA,100,beta,div,1.3220338983050848
10,RZ2217NA,RZ2217,NA,100,beta,ENSPIE,1.2868298559154183
10,RZ2218NA,RZ2218,NA,100,beta,div,1.6666666666666667
10,RZ2218NA,RZ2218,NA,100,beta,ENSPIE,1.2376228672556286
10,RZ2219NA,RZ2219,NA,100,beta,div,1.5
10,RZ2219NA,RZ2219,NA,100,beta,ENSPIE,0.9682224011918257
11,BS19005NA,BS19005,NA,100,beta,div,1.4153846153846155
11,BS19005NA,BS19005,NA,100,beta,ENSPIE,0.9679536641806351
11,BS19013NA,BS19013,NA,100,beta,div,1.6129032258064515
11,BS19013NA,BS19013,NA,100,beta,ENSPIE,1.0460025002676208
11,BS19023NA,BS19023,NA,100,beta,div,1.4736842105263157
11,BS19023NA,BS19023,NA,100,beta,ENSPIE,1.4872228211682765
11,BS19031NA,BS19031,NA,100,beta,div,1.3529411764705883
11,BS19031NA,BS19031,NA,100,beta,ENSPIE,1.0531664362272823
11,BS19032NA,BS19032,NA,100,beta,div,1.4
11,BS19032NA,BS19032,NA,100,beta,ENSPIE,1.0759234239111604
11,BS19048NA,BS19048,NA,100,beta,div,1.6
11,BS19048NA,BS19048,NA,100,beta,ENSPIE,1.3881544058909254
11,SB20152NA,SB20152,NA,100,beta,div,1.2
11,SB20152NA,SB20152,NA,100,beta,ENSPIE,1.0105319376572466
11,SB20172NA,SB20172,NA,100,beta,div,1.7777777777777777
11,SB20172NA,SB20172,NA,100,beta,ENSPIE,1.0578044734770244
11,SB20178NA,SB20178,NA,100,beta,div,1.5636363636363637
11,SB20178NA,SB20178,NA,100,beta,ENSPIE,1.028717168245618
